elapsed_s,stage,host_monotonic_ns,device_timestamp_ms,axis,roll_deg,pitch_deg,relative_angle_deg,effective_error_deg,p_us,i_us,d_us,output_us,actual_pwm_us,saturated,in_deadband,mode
290.062700,240-360_STILL,37165711373100,377800,PITCH,0.02,-0.18,-0.21,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
290.156420,240-360_STILL,37165805092800,377900,PITCH,0.03,-0.18,-0.22,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
290.250767,240-360_STILL,37165899440000,378000,PITCH,0.02,-0.19,-0.22,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
290.359264,240-360_STILL,37166007937200,378100,PITCH,0.03,-0.19,-0.22,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
290.453411,240-360_STILL,37166102084300,378200,PITCH,0.04,-0.19,-0.22,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
290.561475,240-360_STILL,37166210147700,378300,PITCH,0.03,-0.18,-0.21,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
290.655904,240-360_STILL,37166304577200,378400,PITCH,0.03,-0.18,-0.21,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
290.749848,240-360_STILL,37166398520600,378500,PITCH,0.03,-0.19,-0.22,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
290.858619,240-360_STILL,37166507291700,378600,PITCH,0.02,-0.19,-0.22,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
290.903782,240-360_STILL,37166552454500,378700,PITCH,0.03,-0.19,-0.22,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
291.063055,240-360_STILL,37166711727600,378800,PITCH,0.03,-0.2,-0.23,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
291.155965,240-360_STILL,37166804637700,378900,PITCH,0.04,-0.19,-0.22,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
291.250605,240-360_STILL,37166899278000,379000,PITCH,0.05,-0.17,-0.2,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
291.360013,240-360_STILL,37167008686000,379100,PITCH,0.05,-0.18,-0.21,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
291.454512,240-360_STILL,37167103185100,379200,PITCH,0.05,-0.18,-0.2,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
291.564219,240-360_STILL,37167212891700,379300,PITCH,0.05,-0.17,-0.2,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
291.658077,240-360_STILL,37167306750100,379400,PITCH,0.04,-0.17,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
291.750909,240-360_STILL,37167399581500,379500,PITCH,0.04,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
291.859990,240-360_STILL,37167508662800,379600,PITCH,0.05,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
291.903571,240-360_STILL,37167552244200,379700,PITCH,0.05,-0.17,-0.2,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
292.062761,240-360_STILL,37167711433700,379800,PITCH,0.05,-0.17,-0.2,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
292.155530,240-360_STILL,37167804202900,379900,PITCH,0.05,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
292.250774,240-360_STILL,37167899447400,380000,PITCH,0.04,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
292.359910,240-360_STILL,37168008582400,380100,PITCH,0.05,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
292.451997,240-360_STILL,37168100669400,380200,PITCH,0.05,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
292.562733,240-360_STILL,37168211405700,380300,PITCH,0.06,-0.17,-0.2,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
292.655836,240-360_STILL,37168304508600,380400,PITCH,0.08,-0.17,-0.2,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
292.749462,240-360_STILL,37168398135200,380500,PITCH,0.09,-0.18,-0.21,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
292.858171,240-360_STILL,37168506843600,380600,PITCH,0.09,-0.18,-0.21,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
292.903482,240-360_STILL,37168552155400,380700,PITCH,0.08,-0.18,-0.21,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
293.059410,240-360_STILL,37168708083100,380800,PITCH,0.06,-0.18,-0.21,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
293.152192,240-360_STILL,37168800864700,380900,PITCH,0.06,-0.19,-0.22,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
293.261837,240-360_STILL,37168910509400,381000,PITCH,0.06,-0.19,-0.22,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
293.355229,240-360_STILL,37169003902000,381100,PITCH,0.06,-0.18,-0.21,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
293.464256,240-360_STILL,37169112929100,381200,PITCH,0.06,-0.18,-0.21,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
293.557643,240-360_STILL,37169206316300,381300,PITCH,0.06,-0.18,-0.21,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
293.651452,240-360_STILL,37169300125100,381400,PITCH,0.06,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
293.760678,240-360_STILL,37169409351000,381500,PITCH,0.06,-0.17,-0.2,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
293.854270,240-360_STILL,37169502942600,381600,PITCH,0.06,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
293.903124,240-360_STILL,37169551797400,381700,PITCH,0.06,-0.15,-0.18,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
294.057451,240-360_STILL,37169706124000,381800,PITCH,0.06,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
294.150746,240-360_STILL,37169799418800,381900,PITCH,0.06,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
294.258954,240-360_STILL,37169907626800,382000,PITCH,0.04,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
294.351816,240-360_STILL,37170000489200,382100,PITCH,0.04,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
294.461364,240-360_STILL,37170110037200,382200,PITCH,0.03,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
294.555260,240-360_STILL,37170203933200,382300,PITCH,0.02,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
294.663970,240-360_STILL,37170312642400,382400,PITCH,0.02,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
294.757393,240-360_STILL,37170406066100,382500,PITCH,0.03,-0.15,-0.18,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
294.850353,240-360_STILL,37170499025700,382600,PITCH,0.03,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
294.903157,240-360_STILL,37170551829500,382700,PITCH,0.04,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
295.053363,240-360_STILL,37170702035800,382800,PITCH,0.05,-0.15,-0.18,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
295.162180,240-360_STILL,37170810853400,382900,PITCH,0.06,-0.15,-0.18,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
295.255957,240-360_STILL,37170904629900,383000,PITCH,0.06,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
295.349551,240-360_STILL,37170998223600,383100,PITCH,0.06,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
295.458212,240-360_STILL,37171106885200,383200,PITCH,0.06,-0.17,-0.2,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
295.552140,240-360_STILL,37171200812500,383300,PITCH,0.05,-0.18,-0.21,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
295.662876,240-360_STILL,37171311549000,383400,PITCH,0.05,-0.18,-0.21,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
295.755483,240-360_STILL,37171404155900,383500,PITCH,0.05,-0.19,-0.22,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
295.848540,240-360_STILL,37171497213200,383600,PITCH,0.05,-0.18,-0.21,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
295.902823,240-360_STILL,37171551495600,383700,PITCH,0.05,-0.17,-0.2,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
296.049741,240-360_STILL,37171698414300,383800,PITCH,0.03,-0.17,-0.2,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
296.157992,240-360_STILL,37171806665100,383900,PITCH,0.04,-0.17,-0.2,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
296.251419,240-360_STILL,37171900092100,384000,PITCH,0.04,-0.17,-0.2,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
296.361833,240-360_STILL,37172010505700,384100,PITCH,0.04,-0.17,-0.2,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
296.455999,240-360_STILL,37172104671700,384200,PITCH,0.05,-0.17,-0.21,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
296.549746,240-360_STILL,37172198418700,384300,PITCH,0.05,-0.19,-0.22,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
296.659485,240-360_STILL,37172308158200,384400,PITCH,0.08,-0.17,-0.2,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
296.751851,240-360_STILL,37172400523700,384500,PITCH,0.08,-0.18,-0.21,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
296.861718,240-360_STILL,37172510391300,384600,PITCH,0.05,-0.2,-0.23,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
296.902822,240-360_STILL,37172551495100,384700,PITCH,0.05,-0.19,-0.22,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
297.048950,240-360_STILL,37172697623400,384800,PITCH,0.05,-0.19,-0.22,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
297.158916,240-360_STILL,37172807588600,384900,PITCH,0.05,-0.19,-0.22,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
297.252328,240-360_STILL,37172901000500,385000,PITCH,0.05,-0.18,-0.21,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
297.363698,240-360_STILL,37173012370900,385100,PITCH,0.05,-0.19,-0.22,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
297.458272,240-360_STILL,37173106944800,385200,PITCH,0.05,-0.19,-0.22,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
297.551878,240-360_STILL,37173200551100,385300,PITCH,0.04,-0.19,-0.22,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
297.661059,240-360_STILL,37173309732000,385400,PITCH,0.04,-0.19,-0.21,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
297.753864,240-360_STILL,37173402537100,385500,PITCH,0.04,-0.17,-0.2,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
297.863115,240-360_STILL,37173511788200,385600,PITCH,0.04,-0.18,-0.21,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
297.902743,240-360_STILL,37173551416000,385700,PITCH,0.04,-0.18,-0.21,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
298.048868,240-360_STILL,37173697541200,385800,PITCH,0.04,-0.19,-0.22,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
298.157954,240-360_STILL,37173806627200,385900,PITCH,0.05,-0.18,-0.21,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
298.250965,240-360_STILL,37173899637800,386000,PITCH,0.05,-0.18,-0.2,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
298.359719,240-360_STILL,37174008391700,386100,PITCH,0.05,-0.17,-0.2,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
298.452714,240-360_STILL,37174101387200,386200,PITCH,0.04,-0.17,-0.2,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
298.562301,240-360_STILL,37174210973600,386300,PITCH,0.04,-0.17,-0.2,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
298.655413,240-360_STILL,37174304085500,386400,PITCH,0.03,-0.17,-0.2,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
298.749503,240-360_STILL,37174398175700,386500,PITCH,0.03,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
298.858532,240-360_STILL,37174507204800,386600,PITCH,0.03,-0.17,-0.2,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
298.902529,240-360_STILL,37174551202100,386700,PITCH,0.03,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
299.062459,240-360_STILL,37174711131700,386800,PITCH,0.04,-0.15,-0.18,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
299.156088,240-360_STILL,37174804760500,386900,PITCH,0.03,-0.15,-0.18,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
299.249932,240-360_STILL,37174898604400,387000,PITCH,0.03,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
299.358657,240-360_STILL,37175007330100,387100,PITCH,0.03,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
299.452407,240-360_STILL,37175101080400,387200,PITCH,0.03,-0.17,-0.2,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
299.560719,240-360_STILL,37175209392300,387300,PITCH,0.03,-0.17,-0.2,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
299.654665,240-360_STILL,37175303338200,387400,PITCH,0.05,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
299.747638,240-360_STILL,37175396310600,387500,PITCH,0.06,-0.17,-0.2,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
299.855051,240-360_STILL,37175503723400,387600,PITCH,0.05,-0.17,-0.2,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
299.902044,240-360_STILL,37175550716900,387700,PITCH,0.04,-0.17,-0.2,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
300.054664,240-360_STILL,37175703336600,387800,PITCH,0.04,-0.17,-0.2,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
300.149199,240-360_STILL,37175797872200,387900,PITCH,0.04,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
300.259008,240-360_STILL,37175907681000,388000,PITCH,0.05,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
300.353175,240-360_STILL,37176001848000,388100,PITCH,0.06,-0.15,-0.18,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
300.461092,240-360_STILL,37176109764600,388200,PITCH,0.06,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
300.553822,240-360_STILL,37176202495000,388300,PITCH,0.05,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
300.661998,240-360_STILL,37176310670700,388400,PITCH,0.05,-0.17,-0.2,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
300.754570,240-360_STILL,37176403242500,388500,PITCH,0.06,-0.15,-0.18,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
300.861866,240-360_STILL,37176510539000,388600,PITCH,0.06,-0.14,-0.17,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
300.902063,240-360_STILL,37176550735700,388700,PITCH,0.06,-0.14,-0.17,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
301.048214,240-360_STILL,37176696886800,388800,PITCH,0.05,-0.15,-0.18,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
301.158023,240-360_STILL,37176806696300,388900,PITCH,0.05,-0.15,-0.18,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
301.250289,240-360_STILL,37176898962300,389000,PITCH,0.04,-0.15,-0.18,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
301.359348,240-360_STILL,37177008021200,389100,PITCH,0.04,-0.15,-0.18,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
301.453735,240-360_STILL,37177102407500,389200,PITCH,0.06,-0.17,-0.2,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
301.548695,240-360_STILL,37177197367800,389300,PITCH,0.06,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
301.657920,240-360_STILL,37177306593400,389400,PITCH,0.06,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
301.752048,240-360_STILL,37177400721300,389500,PITCH,0.06,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
301.859110,240-360_STILL,37177507782900,389600,PITCH,0.06,-0.16,-0.18,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
301.901939,240-360_STILL,37177550611400,389700,PITCH,0.06,-0.15,-0.18,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
302.060832,240-360_STILL,37177709505300,389800,PITCH,0.05,-0.15,-0.18,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
302.153948,240-360_STILL,37177802620700,389900,PITCH,0.04,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
302.262874,240-360_STILL,37177911546700,390000,PITCH,0.05,-0.17,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
302.357396,240-360_STILL,37178006069400,390100,PITCH,0.07,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
302.451547,240-360_STILL,37178100219400,390200,PITCH,0.06,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
302.560571,240-360_STILL,37178209244300,390300,PITCH,0.05,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
302.654302,240-360_STILL,37178302974700,390400,PITCH,0.04,-0.15,-0.18,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
302.747557,240-360_STILL,37178396229700,390500,PITCH,0.05,-0.14,-0.17,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
302.855893,240-360_STILL,37178504565600,390600,PITCH,0.06,-0.14,-0.17,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
302.901811,240-360_STILL,37178550483800,390700,PITCH,0.06,-0.13,-0.16,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
303.057954,240-360_STILL,37178706627100,390800,PITCH,0.06,-0.14,-0.17,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
303.150843,240-360_STILL,37178799515700,390900,PITCH,0.06,-0.15,-0.18,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
303.260223,240-360_STILL,37178908895900,391000,PITCH,0.06,-0.14,-0.17,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
303.353609,240-360_STILL,37179002282200,391100,PITCH,0.07,-0.15,-0.18,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
303.461609,240-360_STILL,37179110281400,391200,PITCH,0.07,-0.14,-0.17,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
303.554599,240-360_STILL,37179203271600,391300,PITCH,0.08,-0.14,-0.17,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
303.648035,240-360_STILL,37179296708400,391400,PITCH,0.08,-0.13,-0.16,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
303.757279,240-360_STILL,37179405951500,391500,PITCH,0.08,-0.13,-0.16,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
303.851196,240-360_STILL,37179499868400,391600,PITCH,0.08,-0.13,-0.16,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
303.901791,240-360_STILL,37179550463600,391700,PITCH,0.08,-0.13,-0.17,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
304.053638,240-360_STILL,37179702311300,391800,PITCH,0.07,-0.14,-0.17,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
304.161258,240-360_STILL,37179809930800,391900,PITCH,0.07,-0.15,-0.18,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
304.256421,240-360_STILL,37179905093600,392000,PITCH,0.07,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
304.349976,240-360_STILL,37179998648700,392100,PITCH,0.07,-0.16,-0.18,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
304.458913,240-360_STILL,37180107585800,392200,PITCH,0.06,-0.15,-0.18,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
304.552480,240-360_STILL,37180201153100,392300,PITCH,0.06,-0.15,-0.18,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
304.659559,240-360_STILL,37180308232100,392400,PITCH,0.06,-0.15,-0.18,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
304.752209,240-360_STILL,37180400882100,392500,PITCH,0.05,-0.15,-0.18,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
304.860179,240-360_STILL,37180508851700,392600,PITCH,0.05,-0.15,-0.18,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
304.901634,240-360_STILL,37180550306500,392700,PITCH,0.06,-0.15,-0.18,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
305.061665,240-360_STILL,37180710337400,392800,PITCH,0.06,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
305.154670,240-360_STILL,37180803343300,392900,PITCH,0.07,-0.16,-0.18,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
305.261878,240-360_STILL,37180910551100,393000,PITCH,0.07,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
305.355665,240-360_STILL,37181004337900,393100,PITCH,0.06,-0.17,-0.2,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
305.449269,240-360_STILL,37181097941600,393200,PITCH,0.06,-0.17,-0.2,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
305.558065,240-360_STILL,37181206738000,393300,PITCH,0.05,-0.17,-0.2,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
305.651534,240-360_STILL,37181300206400,393400,PITCH,0.04,-0.18,-0.21,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
305.760251,240-360_STILL,37181408924400,393500,PITCH,0.04,-0.18,-0.21,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
305.853182,240-360_STILL,37181501854400,393600,PITCH,0.04,-0.17,-0.2,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
305.901376,240-360_STILL,37181550049200,393700,PITCH,0.05,-0.17,-0.2,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
306.057550,240-360_STILL,37181706223300,393800,PITCH,0.04,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
306.150424,240-360_STILL,37181799097000,393900,PITCH,0.05,-0.17,-0.2,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
306.260526,240-360_STILL,37181909198500,394000,PITCH,0.05,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
306.352332,240-360_STILL,37182001005100,394100,PITCH,0.06,-0.15,-0.18,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
306.459837,240-360_STILL,37182108510000,394200,PITCH,0.05,-0.15,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
306.554249,240-360_STILL,37182202922000,394300,PITCH,0.04,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
306.662743,240-360_STILL,37182311416100,394400,PITCH,0.04,-0.15,-0.18,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
306.756251,240-360_STILL,37182404924300,394500,PITCH,0.06,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
306.849588,240-360_STILL,37182498260900,394600,PITCH,0.07,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
306.901164,240-360_STILL,37182549836700,394700,PITCH,0.07,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
307.051757,240-360_STILL,37182700429400,394800,PITCH,0.08,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
307.161355,240-360_STILL,37182810027700,394900,PITCH,0.08,-0.16,-0.18,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
307.253774,240-360_STILL,37182902447000,395000,PITCH,0.08,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
307.361862,240-360_STILL,37183010534700,395100,PITCH,0.08,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
307.456679,240-360_STILL,37183105351600,395200,PITCH,0.07,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
307.549394,240-360_STILL,37183198066600,395300,PITCH,0.08,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
307.657193,240-360_STILL,37183305865400,395400,PITCH,0.08,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
307.750358,240-360_STILL,37183399030700,395500,PITCH,0.08,-0.16,-0.19,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
307.859664,240-360_STILL,37183508336600,395600,PITCH,0.07,-0.18,-0.21,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
307.901014,240-360_STILL,37183549687000,395700,PITCH,0.07,-0.18,-0.21,0.0,0.0,0.0,0.0,0,1500,0,1,PID_ATTITUDE
