experiment,host_monotonic_ns,device_timestamp_ms,axis,roll_deg,pitch_deg,relative_angle_deg,effective_error_deg,p_us,i_us,d_us,output_us,actual_pwm_us,saturated,in_deadband,mode
REVERSE,32031967184300,911500,PITCH,-4.21,1.26,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32032061231100,911600,PITCH,-4.09,1.39,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32032156070400,911700,PITCH,-4.06,1.28,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32032263863300,911800,PITCH,-4.06,1.16,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32032357194700,911900,PITCH,-4.05,1.08,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32032466745600,912000,PITCH,-4.04,1.0,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32032560417200,912100,PITCH,-4.03,0.94,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32032668772400,912200,PITCH,-4.03,0.89,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32032763463600,912300,PITCH,-4.04,0.85,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32032808123800,912400,PITCH,-4.03,0.81,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32032964857100,912500,PITCH,-4.04,0.79,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32033058832300,912600,PITCH,-4.03,0.77,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32033166411100,912700,PITCH,-4.03,0.75,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32033260334500,912800,PITCH,-4.03,0.73,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32033353605400,912900,PITCH,-4.03,0.71,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32033462975100,913000,PITCH,-4.03,0.7,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32033555217000,913100,PITCH,-4.02,0.69,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32033664774800,913200,PITCH,-4.01,0.71,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32033756304900,913300,PITCH,-4.01,0.71,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32033808000200,913400,PITCH,-4.02,0.69,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32033955622100,913500,PITCH,-4.02,0.68,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32034063774200,913600,PITCH,-4.02,0.65,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32034156593500,913700,PITCH,-4.02,0.65,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32034265191600,913800,PITCH,-4.02,0.66,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32034358757700,913900,PITCH,-4.02,0.65,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32034467527800,914000,PITCH,-4.01,0.66,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32034562083600,914100,PITCH,-4.01,0.67,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32034656110200,914200,PITCH,-4.03,0.7,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32034764598100,914300,PITCH,-4.02,0.62,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32034808077600,914400,PITCH,-4.04,0.42,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32034965541400,914500,PITCH,-4.13,0.24,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32035059436000,914600,PITCH,-4.09,-1.12,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32035168377600,914700,PITCH,-4.07,-0.19,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32035261184700,914800,PITCH,-4.05,0.16,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32035355854700,914900,PITCH,-4.0,0.16,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32035463883100,915000,PITCH,-4.07,0.23,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32035557751400,915100,PITCH,-3.65,0.42,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32035665831100,915200,PITCH,0.06,-0.42,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32035758763300,915300,PITCH,2.49,0.23,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32035807510300,915400,PITCH,0.03,-0.52,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32035958885200,915500,PITCH,-0.78,-0.32,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32036067051000,915600,PITCH,-0.24,-0.55,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32036159984300,915700,PITCH,-2.38,-2.54,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32036267666700,915800,PITCH,-4.04,-3.66,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32036360011700,915900,PITCH,-3.4,-4.49,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32036468455400,916000,PITCH,-2.85,-5.46,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32036559790900,916100,PITCH,-3.31,-5.95,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32036668677900,916200,PITCH,0.17,-4.16,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32036761095200,916300,PITCH,0.32,-3.88,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32036807617900,916400,PITCH,0.49,-3.56,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32036963771300,916500,PITCH,0.38,-2.9,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32037058416500,916600,PITCH,0.52,-3.37,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32037168403100,916700,PITCH,0.39,-2.79,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32037261493000,916800,PITCH,0.51,-2.92,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32037354371700,916900,PITCH,0.54,-3.04,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32037463166600,917000,PITCH,0.41,-1.34,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32037556603800,917100,PITCH,0.29,0.47,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32037666124200,917200,PITCH,0.22,1.13,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32037760134700,917300,PITCH,0.09,1.58,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32037807372600,917400,PITCH,-0.03,1.46,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32037962139700,917500,PITCH,-0.28,1.47,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32038055563500,917600,PITCH,-0.54,1.4,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32038164911600,917700,PITCH,-0.57,1.42,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32038257767800,917800,PITCH,-0.78,1.19,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32038367111900,917900,PITCH,-0.64,1.0,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32038458617300,918000,PITCH,-0.73,1.2,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32038567031700,918100,PITCH,-2.27,0.72,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
REVERSE,32038660422600,918200,PITCH,-3.68,0.16,-40.85,0.0,0.0,0.0,0.0,0,1510,0,1,DISABLED
